stop_sequence,stop_id,schedule_relationship,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty
1,320860,SCHEDULED,0,0,0,0,0,0
2,300342,SCHEDULED,7,1658406847,30,7,1658406847,30
3,300337,SCHEDULED,51,1658406891,30,51,1658406891,30
4,300343,SCHEDULED,25,1658406925,30,25,1658406925,30
5,300338,SCHEDULED,50,1658406950,30,50,1658406950,30
6,300344,SCHEDULED,24,1658406984,30,24,1658406984,30
7,300341,SCHEDULED,53,1658407013,30,53,1658407013,30
8,300339,SCHEDULED,28,1658407048,30,28,1658407048,30
9,300340,SCHEDULED,60,1658407080,30,60,1658407080,30
10,300366,SCHEDULED,75,1658407155,30,75,1658407155,30
11,300367,SCHEDULED,47,1658407187,30,47,1658407187,30
12,300368,SCHEDULED,87,1658407227,30,87,1658407227,30
13,300364,SCHEDULED,70,1658407270,30,70,1658407270,30
14,300365,SCHEDULED,102,1658407302,30,102,1658407302,30
15,300179,SCHEDULED,79,1658407339,30,79,1658407339,30
16,300174,SCHEDULED,56,1658407376,30,56,1658407376,30
17,300175,SCHEDULED,77,1658407397,30,77,1658407397,30
18,300176,SCHEDULED,38,1658407418,30,38,1658407418,30
19,300018,SCHEDULED,85,1658407465,30,85,1658407465,30
20,300182,SCHEDULED,90,1658407530,30,90,1658407530,30
21,300177,SCHEDULED,84,1658407584,30,84,1658407584,30
22,300421,SCHEDULED,58,1658407618,30,58,1658407618,30
23,300422,SCHEDULED,41,1658407661,30,41,1658407661,30
24,300423,SCHEDULED,64,1658407684,30,64,1658407684,30
25,300424,SCHEDULED,40,1658407720,30,40,1658407720,30
26,300425,SCHEDULED,65,1658407745,30,65,1658407745,30
27,300426,SCHEDULED,42,1658407782,30,42,1658407782,30
28,300427,SCHEDULED,61,1658407801,30,61,1658407801,30
29,300428,SCHEDULED,36,1658407836,30,36,1658407836,30
30,300429,SCHEDULED,75,1658407875,30,75,1658407875,30
31,300430,SCHEDULED,106,1658407906,30,106,1658407906,30
32,300431,SCHEDULED,87,1658407947,30,87,1658407947,30
33,300432,SCHEDULED,65,1658407985,30,65,1658407985,30
34,300242,SCHEDULED,101,1658408021,30,101,1658408021,30
35,300248,SCHEDULED,77,1658408117,30,77,1658408117,30
36,300589,SCHEDULED,117,1658408157,30,117,1658408157,30
37,300583,SCHEDULED,80,1658408180,30,80,1658408180,30
38,300584,SCHEDULED,125,1658408225,30,125,1658408225,30
39,300581,SCHEDULED,121,1658408281,30,121,1658408281,30
40,300126,SCHEDULED,107,1658408327,30,107,1658408327,30
41,300127,SCHEDULED,143,1658408363,30,143,1658408363,30
42,300132,SCHEDULED,116,1658408396,30,116,1658408396,30
43,300129,SCHEDULED,98,1658408438,30,98,1658408438,30
44,300007,SCHEDULED,77,1658408477,30,77,1658408477,30
45,300130,SCHEDULED,103,1658408503,30,103,1658408503,30
46,300131,SCHEDULED,68,1658408528,30,68,1658408528,30
47,300226,SCHEDULED,71,1658408591,30,71,1658408591,30
48,300227,SCHEDULED,99,1658408619,30,99,1658408619,30
49,300222,SCHEDULED,85,1658408665,30,85,1658408665,30
50,300223,SCHEDULED,80,1658408720,30,80,1658408720,30
51,300218,SCHEDULED,63,1658408763,30,63,1658408763,30
52,300219,SCHEDULED,104,1658408804,30,104,1658408804,30
53,300003,SCHEDULED,104,1658408924,30,104,1658408924,30
35,300248,SCHEDULED,-12,1658405328,30,-12,1658405328,30
36,300589,SCHEDULED,33,1658405373,30,33,1658405373,30
37,300583,SCHEDULED,-5,1658405395,30,-5,1658405395,30
38,300584,SCHEDULED,40,1658405440,30,40,1658405440,30
39,300581,SCHEDULED,37,1658405497,30,37,1658405497,30
40,300126,SCHEDULED,23,1658405543,30,23,1658405543,30
41,300127,SCHEDULED,59,1658405579,30,59,1658405579,30
42,300132,SCHEDULED,32,1658405612,30,32,1658405612,30
43,300129,SCHEDULED,14,1658405654,30,14,1658405654,30
44,300007,SCHEDULED,-7,1658405693,30,-7,1658405693,30
45,300130,SCHEDULED,18,1658405718,30,18,1658405718,30
46,300131,SCHEDULED,-16,1658405744,30,-16,1658405744,30
47,300226,SCHEDULED,-13,1658405807,30,-13,1658405807,30
48,300227,SCHEDULED,15,1658405835,30,15,1658405835,30
49,300222,SCHEDULED,1,1658405881,30,1,1658405881,30
50,300223,SCHEDULED,-4,1658405936,30,-4,1658405936,30
51,300218,SCHEDULED,-21,1658405979,30,-21,1658405979,30
52,300219,SCHEDULED,20,1658406020,30,20,1658406020,30
53,300003,SCHEDULED,28,1658406148,30,104,1658406148,30
8,300339,SCHEDULED,42,1658405262,30,72,1658405262,30
9,300340,SCHEDULED,93,1658405313,30,102,1658405313,30
10,300366,SCHEDULED,108,1658405388,30,108,1658405388,30
11,300367,SCHEDULED,79,1658405419,30,79,1658405419,30
12,300368,SCHEDULED,119,1658405459,30,119,1658405459,30
13,300364,SCHEDULED,102,1658405502,30,102,1658405502,30
14,300365,SCHEDULED,134,1658405534,30,134,1658405534,30
15,300179,SCHEDULED,111,1658405571,30,111,1658405571,30
16,300174,SCHEDULED,88,1658405608,30,88,1658405608,30
17,300175,SCHEDULED,109,1658405629,30,109,1658405629,30
18,300176,SCHEDULED,70,1658405650,30,70,1658405650,30
19,300018,SCHEDULED,117,1658405697,30,117,1658405697,30
20,300182,SCHEDULED,122,1658405762,30,122,1658405762,30
21,300177,SCHEDULED,116,1658405816,30,116,1658405816,30
22,300421,SCHEDULED,90,1658405850,30,90,1658405850,30
23,300422,SCHEDULED,73,1658405893,30,73,1658405893,30
24,300423,SCHEDULED,96,1658405916,30,96,1658405916,30
25,300424,SCHEDULED,72,1658405952,30,72,1658405952,30
26,300425,SCHEDULED,97,1658405977,30,97,1658405977,30
27,300426,SCHEDULED,74,1658406014,30,74,1658406014,30
28,300427,SCHEDULED,93,1658406033,30,93,1658406033,30
29,300428,SCHEDULED,68,1658406068,30,68,1658406068,30
30,300429,SCHEDULED,108,1658406108,30,108,1658406108,30
31,300430,SCHEDULED,138,1658406138,30,138,1658406138,30
32,300431,SCHEDULED,119,1658406179,30,119,1658406179,30
33,300432,SCHEDULED,97,1658406217,30,97,1658406217,30
34,300242,SCHEDULED,133,1658406253,30,133,1658406253,30
35,300248,SCHEDULED,110,1658406350,30,110,1658406350,30
36,300589,SCHEDULED,149,1658406389,30,149,1658406389,30
37,300583,SCHEDULED,112,1658406412,30,112,1658406412,30
38,300584,SCHEDULED,157,1658406457,30,157,1658406457,30
39,300581,SCHEDULED,154,1658406514,30,154,1658406514,30
40,300126,SCHEDULED,139,1658406559,30,139,1658406559,30
41,300127,SCHEDULED,175,1658406595,30,175,1658406595,30
42,300132,SCHEDULED,148,1658406628,30,148,1658406628,30
43,300129,SCHEDULED,130,1658406670,30,130,1658406670,30
44,300007,SCHEDULED,109,1658406709,30,109,1658406709,30
45,300130,SCHEDULED,135,1658406735,30,135,1658406735,30
46,300131,SCHEDULED,100,1658406760,30,100,1658406760,30
47,300226,SCHEDULED,104,1658406824,30,104,1658406824,30
48,300227,SCHEDULED,131,1658406851,30,131,1658406851,30
49,300222,SCHEDULED,117,1658406897,30,117,1658406897,30
50,300223,SCHEDULED,113,1658406953,30,113,1658406953,30
51,300218,SCHEDULED,95,1658406995,30,95,1658406995,30
52,300219,SCHEDULED,136,1658407036,30,136,1658407036,30
53,300003,SCHEDULED,144,1658407164,30,144,1658407164,30
19,300024,SCHEDULED,106,1658405266,30,132,1658405266,30
20,300243,SCHEDULED,143,1658405363,30,143,1658405363,30
21,300433,SCHEDULED,127,1658405407,30,127,1658405407,30
22,300411,SCHEDULED,106,1658405446,30,106,1658405446,30
23,300412,SCHEDULED,74,1658405474,30,74,1658405474,30
24,300413,SCHEDULED,122,1658405522,30,122,1658405522,30
25,300414,SCHEDULED,156,1658405556,30,156,1658405556,30
26,300415,SCHEDULED,117,1658405577,30,117,1658405577,30
27,300416,SCHEDULED,155,1658405615,30,155,1658405615,30
28,300417,SCHEDULED,129,1658405649,30,129,1658405649,30
29,300418,SCHEDULED,110,1658405690,30,110,1658405690,30
30,300419,SCHEDULED,138,1658405718,30,138,1658405718,30
31,300420,SCHEDULED,106,1658405746,30,106,1658405746,30
32,300434,SCHEDULED,96,1658405796,30,96,1658405796,30
33,300178,SCHEDULED,120,1658405820,30,120,1658405820,30
34,300183,SCHEDULED,109,1658405869,30,109,1658405869,30
35,300019,SCHEDULED,119,1658405939,30,119,1658405939,30
36,300017,SCHEDULED,111,1658405991,30,111,1658405991,30
37,300173,SCHEDULED,139,1658406019,30,139,1658406019,30
38,300180,SCHEDULED,135,1658406075,30,135,1658406075,30
39,300359,SCHEDULED,111,1658406111,30,111,1658406111,30
40,300360,SCHEDULED,144,1658406144,30,144,1658406144,30
41,318628,SCHEDULED,115,1658406175,30,115,1658406175,30
42,300361,SCHEDULED,144,1658406204,30,144,1658406204,30
43,300362,SCHEDULED,119,1658406239,30,119,1658406239,30
44,300363,SCHEDULED,153,1658406273,30,153,1658406273,30
45,300330,SCHEDULED,142,1658406322,30,142,1658406322,30
46,300331,SCHEDULED,125,1658406365,30,125,1658406365,30
47,300332,SCHEDULED,105,1658406405,30,105,1658406405,30
48,300333,SCHEDULED,143,1658406443,30,143,1658406443,30
49,300334,SCHEDULED,113,1658406473,30,113,1658406473,30
50,300335,SCHEDULED,85,1658406505,30,85,1658406505,30
51,300336,SCHEDULED,110,1658406530,30,110,1658406530,30
52,320864,SCHEDULED,139,1658406619,30,139,1658406619,30
1,300030,SCHEDULED,0,0,0,0,0,0
12,300557,SCHEDULED,189,1658405229,30,252,1658405229,30
13,300552,SCHEDULED,206,1658405306,30,222,1658405306,30
14,319692,SCHEDULED,191,1658405351,30,191,1658405351,30
15,319691,SCHEDULED,175,1658405395,30,175,1658405395,30
16,319682,SCHEDULED,185,1658405465,30,185,1658405465,30
17,319680,SCHEDULED,215,1658405495,30,215,1658405495,30
18,319678,SCHEDULED,202,1658405542,30,202,1658405542,30
19,319668,SCHEDULED,247,1658405587,30,247,1658405587,30
20,300141,SCHEDULED,241,1658405641,30,241,1658405641,30
21,319971,SCHEDULED,130,1658405950,30,130,1658405950,30
22,320865,SCHEDULED,65,1658406065,30,65,1658406065,30
1,300002,SCHEDULED,0,0,0,0,0,0
2,300052,SCHEDULED,38,1658407298,30,38,1658407298,30
3,300216,SCHEDULED,28,1658407348,30,28,1658407348,30
4,300217,SCHEDULED,81,1658407401,30,81,1658407401,30
5,300220,SCHEDULED,117,1658407497,30,117,1658407497,30
6,300221,SCHEDULED,91,1658407531,30,91,1658407531,30
7,300224,SCHEDULED,118,1658407558,30,118,1658407558,30
8,300225,SCHEDULED,96,1658407596,30,96,1658407596,30
9,300120,SCHEDULED,178,1658407678,30,178,1658407678,30
10,300006,SCHEDULED,152,1658407712,30,152,1658407712,30
11,300122,SCHEDULED,139,1658407759,30,139,1658407759,30
12,300124,SCHEDULED,184,1658407804,30,184,1658407804,30
13,300125,SCHEDULED,150,1658407830,30,150,1658407830,30
14,300578,SCHEDULED,183,1658407863,30,183,1658407863,30
15,300580,SCHEDULED,172,1658407912,30,172,1658407912,30
16,300585,SCHEDULED,179,1658407979,30,179,1658407979,30
17,300586,SCHEDULED,218,1658408018,30,218,1658408018,30
18,300590,SCHEDULED,188,1658408048,30,188,1658408048,30
19,300024,SCHEDULED,168,1658408088,30,168,1658408088,30
20,300243,SCHEDULED,198,1658408178,30,198,1658408178,30
21,300433,SCHEDULED,182,1658408222,30,182,1658408222,30
22,300411,SCHEDULED,161,1658408261,30,161,1658408261,30
23,300412,SCHEDULED,129,1658408289,30,129,1658408289,30
24,300413,SCHEDULED,177,1658408337,30,177,1658408337,30
25,300414,SCHEDULED,211,1658408371,30,211,1658408371,30
26,300415,SCHEDULED,172,1658408392,30,172,1658408392,30
27,300416,SCHEDULED,210,1658408430,30,210,1658408430,30
28,300417,SCHEDULED,184,1658408464,30,184,1658408464,30
29,300418,SCHEDULED,164,1658408504,30,164,1658408504,30
30,300419,SCHEDULED,193,1658408533,30,193,1658408533,30
31,300420,SCHEDULED,161,1658408561,30,161,1658408561,30
32,300434,SCHEDULED,151,1658408611,30,151,1658408611,30
33,300178,SCHEDULED,174,1658408634,30,174,1658408634,30
34,300183,SCHEDULED,164,1658408684,30,164,1658408684,30
35,300019,SCHEDULED,174,1658408754,30,174,1658408754,30
36,300017,SCHEDULED,166,1658408806,30,166,1658408806,30
37,300173,SCHEDULED,194,1658408834,30,194,1658408834,30
38,300180,SCHEDULED,194,1658408894,30,194,1658408894,30
39,300359,SCHEDULED,194,1658408954,30,194,1658408954,30
40,300360,SCHEDULED,194,1658408954,30,194,1658408954,30
41,318628,SCHEDULED,194,1658409014,30,194,1658409014,30
42,300361,SCHEDULED,194,1658409014,30,194,1658409014,30
1,320862,SCHEDULED,0,0,0,0,0,0
2,319727,SCHEDULED,-44,1658406436,30,-44,1658406436,30
3,319663,SCHEDULED,-152,1658406688,30,-152,1658406688,30
4,319667,SCHEDULED,-174,1658406726,30,-174,1658406726,30
5,319669,SCHEDULED,-109,1658406791,30,-109,1658406791,30
6,319679,SCHEDULED,-101,1658406859,30,-101,1658406859,30
7,319681,SCHEDULED,-90,1658406930,30,-90,1658406930,30
8,319690,SCHEDULED,-86,1658406994,30,-86,1658406994,30
9,319720,SCHEDULED,-57,1658407083,30,-57,1658407083,30
10,300555,SCHEDULED,-61,1658407139,30,-61,1658407139,30
11,300558,SCHEDULED,-73,1658407247,30,-73,1658407247,30
12,300559,SCHEDULED,-126,1658407314,30,-126,1658407314,30
13,300560,SCHEDULED,-102,1658407398,30,-102,1658407398,30
14,300050,SCHEDULED,-139,1658407481,30,-139,1658407481,30
15,300540,SCHEDULED,-112,1658407568,30,-112,1658407568,30
16,300541,SCHEDULED,-115,1658407625,30,-115,1658407625,30
17,300551,SCHEDULED,-40,1658407760,30,-40,1658407760,30
18,300322,SCHEDULED,-3,1658407917,30,-3,1658407917,30
19,300323,SCHEDULED,42,1658407962,30,42,1658407962,30
20,300321,SCHEDULED,37,1658408017,30,37,1658408017,30
21,300324,SCHEDULED,96,1658408136,30,96,1658408136,30
22,300325,SCHEDULED,125,1658408225,30,125,1658408225,30
23,300030,SCHEDULED,151,1658408371,30,151,1658408371,30
1,320911,SCHEDULED,0,0,0,0,0,0
2,300028,SCHEDULED,43,1658407483,30,43,1658407483,30
3,300271,SCHEDULED,64,1658407564,30,64,1658407564,30
4,300228,SCHEDULED,9,1658407689,30,9,1658407689,30
5,300229,SCHEDULED,-7,1658407733,30,-7,1658407733,30
6,300107,SCHEDULED,-33,1658407827,30,-33,1658407827,30
7,300108,SCHEDULED,-45,1658407875,30,-45,1658407875,30
8,300004,SCHEDULED,-35,1658407945,30,-35,1658407945,30
9,300110,SCHEDULED,-26,1658408014,30,-26,1658408014,30
10,300111,SCHEDULED,14,1658408054,30,14,1658408054,30
11,300112,SCHEDULED,3,1658408103,30,3,1658408103,30
12,300113,SCHEDULED,-21,1658408139,30,-21,1658408139,30
13,318012,SCHEDULED,29,1658408189,30,29,1658408189,30
14,319110,SCHEDULED,13,1658408233,30,13,1658408233,30
15,300302,SCHEDULED,59,1658408279,30,59,1658408279,30
16,300305,SCHEDULED,50,1658408330,30,50,1658408330,30
17,300307,SCHEDULED,40,1658408440,30,40,1658408440,30
18,300493,SCHEDULED,99,1658408559,30,99,1658408559,30
19,300506,SCHEDULED,106,1658408626,30,106,1658408626,30
20,300522,SCHEDULED,43,1658408683,30,43,1658408683,30
21,300523,SCHEDULED,82,1658408722,30,82,1658408722,30
22,320927,SCHEDULED,69,1658408769,30,69,1658408769,30
23,300518,SCHEDULED,69,1658408829,30,69,1658408829,30
1,320861,SCHEDULED,0,0,0,0,0,0
2,300337,SCHEDULED,-7,1658407973,30,-7,1658407973,30
3,300344,SCHEDULED,15,1658408055,30,15,1658408055,30
4,300340,SCHEDULED,29,1658408129,30,29,1658408129,30
5,300365,SCHEDULED,78,1658408298,30,78,1658408298,30
6,300175,SCHEDULED,93,1658408373,30,93,1658408373,30
7,300018,SCHEDULED,91,1658408431,30,91,1658408431,30
8,300422,SCHEDULED,89,1658408609,30,89,1658408609,30
9,300425,SCHEDULED,39,1658408679,30,39,1658408679,30
10,300429,SCHEDULED,25,1658408785,30,25,1658408785,30
11,300008,SCHEDULED,-95,1658405725,30,-95,1658405725,30
2,300337,SCHEDULED,-7,1658405273,30,12,1658405273,30
3,300344,SCHEDULED,15,1658405355,30,15,1658405355,30
4,300340,SCHEDULED,29,1658405429,30,29,1658405429,30
5,300365,SCHEDULED,78,1658405598,30,78,1658405598,30
6,300175,SCHEDULED,93,1658405673,30,93,1658405673,30
7,300018,SCHEDULED,91,1658405731,30,91,1658405731,30
8,300422,SCHEDULED,89,1658405909,30,89,1658405909,30
9,300425,SCHEDULED,39,1658405979,30,39,1658405979,30
10,300429,SCHEDULED,25,1658406085,30,25,1658406085,30
11,300008,SCHEDULED,20,1658406620,30,25,1658406620,30
1,300008,SCHEDULED,0,0,0,0,0,0
2,300413,SCHEDULED,128,1658407448,30,128,1658407448,30
3,300417,SCHEDULED,109,1658407549,30,109,1658407549,30
4,300420,SCHEDULED,68,1658407628,30,68,1658407628,30
5,300019,SCHEDULED,128,1658407808,30,128,1658407808,30
6,300173,SCHEDULED,137,1658407877,30,137,1658407877,30
7,300359,SCHEDULED,153,1658407953,30,153,1658407953,30
8,300330,SCHEDULED,134,1658408114,30,134,1658408114,30
9,300332,SCHEDULED,149,1658408189,30,149,1658408189,30
10,300335,SCHEDULED,120,1658408280,30,120,1658408280,30
11,320864,SCHEDULED,110,1658408390,30,120,1658408390,30
22,320927,SCHEDULED,-157,1658405063,30,72,1658405063,30
23,300518,SCHEDULED,56,1658405336,30,56,1658405336,30
24,300328,SCHEDULED,25,1658405545,30,25,1658405545,30
25,300940,SCHEDULED,17,1658405597,30,17,1658405597,30
26,300941,SCHEDULED,38,1658405618,30,38,1658405618,30
27,300939,SCHEDULED,16,1658405656,30,16,1658405656,30
28,300324,SCHEDULED,78,1658405718,30,78,1658405718,30
29,300325,SCHEDULED,56,1658405756,30,56,1658405756,30
30,300030,SCHEDULED,33,1658405853,30,33,1658405853,30
2,300326,SCHEDULED,121,1658405341,30,121,1658405341,30
3,300327,SCHEDULED,92,1658405372,30,92,1658405372,30
4,300942,SCHEDULED,155,1658405435,30,155,1658405435,30
5,300943,SCHEDULED,114,1658405454,30,114,1658405454,30
6,300329,SCHEDULED,167,1658405507,30,167,1658405507,30
7,300519,SCHEDULED,3,1658405763,30,3,1658405763,30
8,320928,SCHEDULED,19,1658405899,30,19,1658405899,30
9,301363,SCHEDULED,-6,1658405934,30,-6,1658405934,30
10,300521,SCHEDULED,41,1658405981,30,41,1658405981,30
11,300507,SCHEDULED,35,1658406095,30,35,1658406095,30
12,300492,SCHEDULED,68,1658406188,30,68,1658406188,30
13,300308,SCHEDULED,58,1658406238,30,58,1658406238,30
14,300304,SCHEDULED,13,1658406313,30,13,1658406313,30
15,300300,SCHEDULED,8,1658406368,30,8,1658406368,30
16,300309,SCHEDULED,19,1658406439,30,19,1658406439,30
17,300297,SCHEDULED,49,1658406469,30,49,1658406469,30
18,300298,SCHEDULED,42,1658406522,30,42,1658406522,30
19,300295,SCHEDULED,56,1658406596,30,56,1658406596,30
20,300296,SCHEDULED,27,1658406627,30,27,1658406627,30
21,300005,SCHEDULED,74,1658406734,30,74,1658406734,30
22,300053,SCHEDULED,105,1658406825,30,105,1658406825,30
23,300054,SCHEDULED,89,1658406869,30,89,1658406869,30
24,300056,SCHEDULED,6,1658406966,30,6,1658406966,30
25,300055,SCHEDULED,-34,1658407046,30,-34,1658407046,30
26,300272,SCHEDULED,-98,1658407162,30,-98,1658407162,30
27,320914,SCHEDULED,-92,1658407228,30,-92,1658407228,30
1,300008,SCHEDULED,0,0,0,0,0,0
2,300413,SCHEDULED,68,1658406548,30,68,1658406548,30
3,300417,SCHEDULED,49,1658406649,30,49,1658406649,30
4,300420,SCHEDULED,8,1658406728,30,8,1658406728,30
5,300019,SCHEDULED,8,1658406908,30,8,1658406908,30
6,300173,SCHEDULED,17,1658406977,30,17,1658406977,30
7,300359,SCHEDULED,33,1658407053,30,33,1658407053,30
8,300330,SCHEDULED,14,1658407214,30,14,1658407214,30
9,300332,SCHEDULED,29,1658407289,30,29,1658407289,30
10,300335,SCHEDULED,0,1658407380,30,0,1658407380,30
11,320864,SCHEDULED,-10,1658407490,30,0,1658407490,30
1,320861,SCHEDULED,0,0,0,0,0,0
2,300337,SCHEDULED,-7,1658407073,30,-7,1658407073,30
3,300344,SCHEDULED,15,1658407155,30,15,1658407155,30
4,300340,SCHEDULED,29,1658407229,30,29,1658407229,30
5,300365,SCHEDULED,78,1658407398,30,78,1658407398,30
6,300175,SCHEDULED,93,1658407473,30,93,1658407473,30
7,300018,SCHEDULED,91,1658407531,30,91,1658407531,30
8,300422,SCHEDULED,89,1658407709,30,89,1658407709,30
9,300425,SCHEDULED,39,1658407779,30,39,1658407779,30
10,300429,SCHEDULED,25,1658407885,30,25,1658407885,30
11,300008,SCHEDULED,20,1658408420,30,25,1658408420,30
17,11168,SCHEDULED,255,1658405355,30,255,1658405355,30
18,1078,SCHEDULED,228,1658405448,30,228,1658405448,30
19,1080,SCHEDULED,208,1658405488,30,208,1658405488,30
20,1075,SCHEDULED,211,1658405551,30,211,1658405551,30
21,1073,SCHEDULED,184,1658405584,30,184,1658405584,30
22,1065,SCHEDULED,223,1658405623,30,223,1658405623,30
23,1063,SCHEDULED,212,1658405672,30,212,1658405672,30
24,1060,SCHEDULED,135,1658405715,30,135,1658405715,30
25,1139,SCHEDULED,120,1658405760,30,120,1658405760,30
26,1140,SCHEDULED,83,1658405783,30,83,1658405783,30
27,1141,SCHEDULED,60,1658405820,30,60,1658405820,30
28,1135,SCHEDULED,41,1658405861,30,41,1658405861,30
29,1129,SCHEDULED,15,1658405895,30,15,1658405895,30
30,1132,SCHEDULED,7,1658405947,30,7,1658405947,30
1,1132,SCHEDULED,0,0,0,0,0,0
2,1133,SCHEDULED,7,1658406907,30,7,1658406907,30
3,1128,SCHEDULED,-10,1658406950,30,-10,1658406950,30
4,1134,SCHEDULED,-44,1658406976,30,-44,1658406976,30
5,1136,SCHEDULED,-58,1658407022,30,-58,1658407022,30
6,1137,SCHEDULED,-92,1658407048,30,-92,1658407048,30
7,1138,SCHEDULED,-134,1658407066,30,-134,1658407066,30
8,1061,SCHEDULED,-136,1658407124,30,-136,1658407124,30
9,1062,SCHEDULED,-162,1658407158,30,-162,1658407158,30
10,1064,SCHEDULED,-130,1658407190,30,-130,1658407190,30
11,1070,SCHEDULED,-133,1658407247,30,-133,1658407247,30
12,1074,SCHEDULED,-156,1658407284,30,-156,1658407284,30
13,1076,SCHEDULED,-131,1658407369,30,-131,1658407369,30
14,1077,SCHEDULED,-131,1658407429,30,-131,1658407429,30
15,10802,SCHEDULED,-68,1658407552,30,-68,1658407552,30
16,20,SCHEDULED,-134,1658407726,30,-134,1658407726,30
17,26,SCHEDULED,-65,1658407855,30,-65,1658407855,30
18,29,SCHEDULED,-49,1658407931,30,-49,1658407931,30
19,30,SCHEDULED,-52,1658407988,30,-52,1658407988,30
20,739,SCHEDULED,-92,1658408128,30,-92,1658408128,30
21,740,SCHEDULED,-115,1658408165,30,-115,1658408165,30
22,742,SCHEDULED,-81,1658408199,30,-81,1658408199,30
23,743,SCHEDULED,-107,1658408233,30,-107,1658408233,30
24,732,SCHEDULED,-120,1658408280,30,-120,1658408280,30
25,723,SCHEDULED,-135,1658408325,30,-135,1658408325,30
26,724,SCHEDULED,-157,1658408363,30,-157,1658408363,30
27,10330,SCHEDULED,-169,1658408411,30,-169,1658408411,30
28,10331,SCHEDULED,-197,1658408443,30,-197,1658408443,30
29,706,SCHEDULED,-227,1658408473,30,-227,1658408473,30
30,704,SCHEDULED,-246,1658408514,30,-246,1658408514,30
31,12103,SCHEDULED,-233,1658408587,30,-233,1658408587,30
1,5029,SCHEDULED,0,0,0,0,0,0
2,705,SCHEDULED,-17,1658408443,30,-17,1658408443,30
3,707,SCHEDULED,-51,1658408469,30,-51,1658408469,30
4,10729,SCHEDULED,-82,1658408498,30,-82,1658408498,30
5,10332,SCHEDULED,-107,1658408533,30,-107,1658408533,30
6,725,SCHEDULED,-121,1658408579,30,-121,1658408579,30
7,726,SCHEDULED,-140,1658408620,30,-140,1658408620,30
8,731,SCHEDULED,-99,1658408661,30,-99,1658408661,30
9,734,SCHEDULED,-128,1658408692,30,-128,1658408692,30
10,735,SCHEDULED,-99,1658408721,30,-99,1658408721,30
11,737,SCHEDULED,-114,1658408766,30,-114,1658408766,30
12,738,SCHEDULED,-126,1658408814,30,-126,1658408814,30
1,1132,SCHEDULED,-1331,1658404669,30,0,1658404669,30
2,1133,SCHEDULED,7,1658406007,30,7,1658406007,30
3,1128,SCHEDULED,-10,1658406050,30,-10,1658406050,30
4,1134,SCHEDULED,-44,1658406076,30,-44,1658406076,30
5,1136,SCHEDULED,-58,1658406122,30,-58,1658406122,30
6,1137,SCHEDULED,-92,1658406148,30,-92,1658406148,30
7,1138,SCHEDULED,-134,1658406166,30,-134,1658406166,30
8,1061,SCHEDULED,-136,1658406224,30,-136,1658406224,30
9,1062,SCHEDULED,-162,1658406258,30,-162,1658406258,30
10,1064,SCHEDULED,-130,1658406290,30,-130,1658406290,30
11,1070,SCHEDULED,-133,1658406347,30,-133,1658406347,30
12,1074,SCHEDULED,-156,1658406384,30,-156,1658406384,30
13,1076,SCHEDULED,-131,1658406469,30,-131,1658406469,30
14,1077,SCHEDULED,-131,1658406529,30,-131,1658406529,30
15,10802,SCHEDULED,-68,1658406652,30,-68,1658406652,30
16,20,SCHEDULED,-134,1658406826,30,-134,1658406826,30
17,26,SCHEDULED,-65,1658406955,30,-65,1658406955,30
18,29,SCHEDULED,-49,1658407031,30,-49,1658407031,30
19,30,SCHEDULED,-52,1658407088,30,-52,1658407088,30
20,739,SCHEDULED,-92,1658407228,30,-92,1658407228,30
21,740,SCHEDULED,-115,1658407265,30,-115,1658407265,30
22,742,SCHEDULED,-81,1658407299,30,-81,1658407299,30
23,743,SCHEDULED,-107,1658407333,30,-107,1658407333,30
24,732,SCHEDULED,-120,1658407380,30,-120,1658407380,30
25,723,SCHEDULED,-135,1658407425,30,-135,1658407425,30
26,724,SCHEDULED,-157,1658407463,30,-157,1658407463,30
27,10330,SCHEDULED,-169,1658407511,30,-169,1658407511,30
28,10331,SCHEDULED,-197,1658407543,30,-197,1658407543,30
29,706,SCHEDULED,-227,1658407573,30,-227,1658407573,30
30,704,SCHEDULED,-246,1658407614,30,-246,1658407614,30
31,12103,SCHEDULED,-233,1658407687,30,-233,1658407687,30
7,890,SCHEDULED,46,1658405266,30,72,1658405266,30
8,896,SCHEDULED,43,1658405383,30,43,1658405383,30
9,470,SCHEDULED,52,1658405572,30,52,1658405572,30
10,11271,SCHEDULED,0,1658405760,30,0,1658405760,30
11,11269,SCHEDULED,-59,1658405821,30,-59,1658405821,30
12,3870,SCHEDULED,-135,1658405985,30,-135,1658405985,30
13,3979,SCHEDULED,-152,1658406268,30,-152,1658406268,30
1,16510,SCHEDULED,0,0,0,0,0,0
2,6482,SCHEDULED,-14,1658407426,30,-14,1658407426,30
3,6480,SCHEDULED,-41,1658407459,30,-41,1658407459,30
4,6465,SCHEDULED,-33,1658407527,30,-33,1658407527,30
5,6464,SCHEDULED,-5,1658407555,30,-5,1658407555,30
6,3106,SCHEDULED,-44,1658407636,30,-44,1658407636,30
7,3107,SCHEDULED,-11,1658407669,30,-11,1658407669,30
8,10410,SCHEDULED,-51,1658407689,30,-51,1658407689,30
9,3112,SCHEDULED,-18,1658407722,30,-18,1658407722,30
