stop_sequence,stop_id,schedule_relationship,arrival_delay,arrival_time,arrival_uncertainty,departure_delay,departure_time,departure_uncertainty
20,300655,SCHEDULED,111,1658406051,30,111,1658406051,30
21,300656,SCHEDULED,80,1658406080,30,80,1658406080,30
22,300107,SCHEDULED,57,1658406117,30,57,1658406117,30
23,300108,SCHEDULED,50,1658406170,30,50,1658406170,30
24,300004,SCHEDULED,-1,1658406239,30,-1,1658406239,30
25,300310,SCHEDULED,56,1658406356,30,56,1658406356,30
26,300311,SCHEDULED,13,1658406373,30,13,1658406373,30
27,300312,SCHEDULED,-22,1658406398,30,-22,1658406398,30
28,300313,SCHEDULED,-29,1658406451,30,-29,1658406451,30
29,300314,SCHEDULED,-51,1658406489,30,-51,1658406489,30
30,300508,SCHEDULED,-11,1658406529,30,-11,1658406529,30
31,318945,SCHEDULED,-19,1658406641,30,-19,1658406641,30
32,318943,SCHEDULED,-7,1658406713,30,-7,1658406713,30
33,300530,SCHEDULED,-60,1658406840,30,-60,1658406840,30
34,300525,SCHEDULED,-89,1658406871,30,-89,1658406871,30
35,300526,SCHEDULED,-108,1658406912,30,-108,1658406912,30
36,300522,SCHEDULED,-96,1658407044,30,-96,1658407044,30
37,300523,SCHEDULED,-117,1658407083,30,-117,1658407083,30
38,320927,SCHEDULED,-70,1658407130,30,-70,1658407130,30
1,320928,SCHEDULED,0,0,0,0,0,0
2,301363,SCHEDULED,13,1658407753,30,13,1658407753,30
3,300521,SCHEDULED,-8,1658407792,30,-8,1658407792,30
4,300531,SCHEDULED,35,1658407895,30,35,1658407895,30
5,300528,SCHEDULED,-32,1658407948,30,-32,1658407948,30
6,300527,SCHEDULED,10,1658407990,30,10,1658407990,30
7,300529,SCHEDULED,-45,1658408055,30,-45,1658408055,30
8,318944,SCHEDULED,-51,1658408169,30,-51,1658408169,30
9,318946,SCHEDULED,-34,1658408246,30,-34,1658408246,30
10,300444,SCHEDULED,-21,1658408379,30,-21,1658408379,30
11,300058,SCHEDULED,-37,1658408423,30,-37,1658408423,30
12,300059,SCHEDULED,-63,1658408457,30,-63,1658408457,30
13,300060,SCHEDULED,-88,1658408492,30,-88,1658408492,30
14,300061,SCHEDULED,-70,1658408510,30,-70,1658408510,30
15,300062,SCHEDULED,-102,1658408538,30,-102,1658408538,30
16,300063,SCHEDULED,-79,1658408561,30,-79,1658408561,30
17,300005,SCHEDULED,-95,1658408665,30,-95,1658408665,30
18,300053,SCHEDULED,-59,1658408761,30,-59,1658408761,30
19,300054,SCHEDULED,-76,1658408804,30,-76,1658408804,30
1,1002,SCHEDULED,0,0,0,0,0,0
2,11168,SCHEDULED,91,1658408311,30,91,1658408311,30
3,19064,SCHEDULED,112,1658408452,30,112,1658408452,30
4,19063,SCHEDULED,84,1658408544,30,84,1658408544,30
27,10760,SCHEDULED,-202,1658405258,30,-168,1658405258,30
28,10762,SCHEDULED,-179,1658405341,30,-179,1658405341,30
29,11342,SCHEDULED,-198,1658405382,30,-198,1658405382,30
30,51766,SCHEDULED,-231,1658405469,30,-177,1658405469,30
1,301192,SCHEDULED,0,0,0,0,0,0
2,301196,SCHEDULED,26,1658406926,30,26,1658406926,30
3,301193,SCHEDULED,-5,1658406955,30,-5,1658406955,30
4,301195,SCHEDULED,45,1658407005,30,45,1658407005,30
5,301189,SCHEDULED,47,1658407067,30,47,1658407067,30
6,300877,SCHEDULED,24,1658407104,30,24,1658407104,30
7,300878,SCHEDULED,9,1658407149,30,9,1658407149,30
8,300879,SCHEDULED,35,1658407175,30,35,1658407175,30
9,300286,SCHEDULED,-2,1658407198,30,-2,1658407198,30
10,300460,SCHEDULED,-36,1658407224,30,-36,1658407224,30
11,300461,SCHEDULED,-46,1658407274,30,-46,1658407274,30
12,300462,SCHEDULED,-24,1658407296,30,-24,1658407296,30
13,300044,SCHEDULED,-17,1658407363,30,-17,1658407363,30
14,319233,SCHEDULED,27,1658407467,30,27,1658407467,30
15,301320,SCHEDULED,35,1658407535,30,35,1658407535,30
16,301321,SCHEDULED,-1,1658407559,30,-1,1658407559,30
17,301322,SCHEDULED,29,1658407589,30,29,1658407589,30
18,300653,SCHEDULED,14,1658407634,30,14,1658407634,30
19,300117,SCHEDULED,6,1658407686,30,6,1658407686,30
20,300655,SCHEDULED,-27,1658407713,30,-27,1658407713,30
21,300656,SCHEDULED,-57,1658407743,30,-57,1658407743,30
22,300107,SCHEDULED,-80,1658407780,30,-80,1658407780,30
23,300108,SCHEDULED,-87,1658407833,30,-87,1658407833,30
24,300004,SCHEDULED,-138,1658407902,30,-138,1658407902,30
25,300310,SCHEDULED,-81,1658408019,30,-81,1658408019,30
26,300311,SCHEDULED,-124,1658408036,30,-124,1658408036,30
27,300312,SCHEDULED,-159,1658408061,30,-159,1658408061,30
28,300313,SCHEDULED,-166,1658408114,30,-166,1658408114,30
29,300314,SCHEDULED,-188,1658408152,30,-188,1658408152,30
30,300508,SCHEDULED,-148,1658408192,30,-148,1658408192,30
31,318945,SCHEDULED,-156,1658408304,30,-156,1658408304,30
32,318943,SCHEDULED,-144,1658408376,30,-144,1658408376,30
33,300530,SCHEDULED,-197,1658408503,30,-197,1658408503,30
34,300525,SCHEDULED,-226,1658408534,30,-226,1658408534,30
35,300526,SCHEDULED,-245,1658408575,30,-245,1658408575,30
36,300522,SCHEDULED,-233,1658408707,30,-233,1658408707,30
37,300523,SCHEDULED,-254,1658408746,30,-254,1658408746,30
38,320927,SCHEDULED,-207,1658408793,30,-207,1658408793,30
32,318943,SCHEDULED,356,1658405276,30,372,1658405276,30
33,300530,SCHEDULED,302,1658405402,30,302,1658405402,30
34,300525,SCHEDULED,273,1658405433,30,273,1658405433,30
35,300526,SCHEDULED,255,1658405475,30,255,1658405475,30
36,300522,SCHEDULED,266,1658405606,30,266,1658405606,30
37,300523,SCHEDULED,245,1658405645,30,245,1658405645,30
38,320927,SCHEDULED,292,1658405692,30,292,1658405692,30
1,320928,SCHEDULED,0,0,0,0,0,0
2,301363,SCHEDULED,13,1658405953,30,13,1658405953,30
3,300521,SCHEDULED,-8,1658405992,30,-8,1658405992,30
4,300531,SCHEDULED,35,1658406095,30,35,1658406095,30
5,300528,SCHEDULED,-32,1658406148,30,-32,1658406148,30
6,300527,SCHEDULED,10,1658406190,30,10,1658406190,30
7,300529,SCHEDULED,-45,1658406255,30,-45,1658406255,30
8,318944,SCHEDULED,-51,1658406369,30,-51,1658406369,30
9,318946,SCHEDULED,-34,1658406446,30,-34,1658406446,30
10,300444,SCHEDULED,-21,1658406579,30,-21,1658406579,30
11,300058,SCHEDULED,-37,1658406623,30,-37,1658406623,30
12,300059,SCHEDULED,-63,1658406657,30,-63,1658406657,30
13,300060,SCHEDULED,-88,1658406692,30,-88,1658406692,30
14,300061,SCHEDULED,-70,1658406710,30,-70,1658406710,30
15,300062,SCHEDULED,-102,1658406738,30,-102,1658406738,30
16,300063,SCHEDULED,-79,1658406761,30,-79,1658406761,30
17,300005,SCHEDULED,-95,1658406865,30,-95,1658406865,30
18,300053,SCHEDULED,-59,1658406961,30,-59,1658406961,30
19,300054,SCHEDULED,-76,1658407004,30,-76,1658407004,30
20,300746,SCHEDULED,-65,1658407075,30,-65,1658407075,30
21,300747,SCHEDULED,-31,1658407109,30,-31,1658407109,30
22,300234,SCHEDULED,-55,1658407145,30,-55,1658407145,30
23,300749,SCHEDULED,-70,1658407190,30,-70,1658407190,30
24,300750,SCHEDULED,-92,1658407228,30,-92,1658407228,30
25,300751,SCHEDULED,-119,1658407261,30,-119,1658407261,30
26,300752,SCHEDULED,-101,1658407279,30,-101,1658407279,30
27,319234,SCHEDULED,-149,1658407351,30,-149,1658407351,30
28,300471,SCHEDULED,-157,1658407403,30,-157,1658407403,30
29,300044,SCHEDULED,-184,1658407496,30,-184,1658407496,30
30,300458,SCHEDULED,-147,1658407593,30,-147,1658407593,30
31,300459,SCHEDULED,-172,1658407628,30,-172,1658407628,30
32,300285,SCHEDULED,-201,1658407659,30,-201,1658407659,30
33,302278,SCHEDULED,-185,1658407675,30,-185,1658407675,30
34,300875,SCHEDULED,-156,1658407704,30,-156,1658407704,30
35,300876,SCHEDULED,-169,1658407751,30,-169,1658407751,30
36,301188,SCHEDULED,-196,1658407784,30,-196,1658407784,30
37,301194,SCHEDULED,-177,1658407863,30,-177,1658407863,30
38,301190,SCHEDULED,-130,1658407910,30,-130,1658407910,30
39,301191,SCHEDULED,-163,1658407937,30,-163,1658407937,30
40,301192,SCHEDULED,-106,1658407994,30,-106,1658407994,30
18,300053,SCHEDULED,60,1658405280,30,72,1658405280,30
19,300054,SCHEDULED,16,1658405296,30,42,1658405296,30
20,300746,SCHEDULED,27,1658405367,30,27,1658405367,30
21,300747,SCHEDULED,61,1658405401,30,61,1658405401,30
22,300234,SCHEDULED,37,1658405437,30,37,1658405437,30
23,300749,SCHEDULED,22,1658405482,30,22,1658405482,30
24,300750,SCHEDULED,0,1658405520,30,0,1658405520,30
25,300751,SCHEDULED,-26,1658405554,30,-26,1658405554,30
26,300752,SCHEDULED,-8,1658405572,30,-8,1658405572,30
27,319234,SCHEDULED,-57,1658405643,30,-57,1658405643,30
28,300471,SCHEDULED,-65,1658405695,30,-65,1658405695,30
29,300044,SCHEDULED,-91,1658405789,30,-91,1658405789,30
30,300458,SCHEDULED,-55,1658405885,30,-55,1658405885,30
31,300459,SCHEDULED,-80,1658405920,30,-80,1658405920,30
32,300285,SCHEDULED,-109,1658405951,30,-109,1658405951,30
33,302278,SCHEDULED,-93,1658405967,30,-93,1658405967,30
34,300875,SCHEDULED,-64,1658405996,30,-64,1658405996,30
35,300876,SCHEDULED,-77,1658406043,30,-77,1658406043,30
36,301188,SCHEDULED,-104,1658406076,30,-104,1658406076,30
37,301194,SCHEDULED,-85,1658406155,30,-85,1658406155,30
38,301190,SCHEDULED,-38,1658406202,30,-38,1658406202,30
39,301191,SCHEDULED,-71,1658406229,30,-71,1658406229,30
40,301192,SCHEDULED,-14,1658406286,30,-14,1658406286,30
1,301192,SCHEDULED,0,0,0,0,0,0
2,301196,SCHEDULED,26,1658408726,30,26,1658408726,30
3,301193,SCHEDULED,-5,1658408755,30,-5,1658408755,30
4,301195,SCHEDULED,45,1658408805,30,45,1658408805,30
5,301189,SCHEDULED,45,1658408865,30,45,1658408865,30
1,19050,SCHEDULED,0,0,0,0,0,0
2,10787,SCHEDULED,29,1658407109,30,29,1658407109,30
3,10793,SCHEDULED,32,1658407232,30,32,1658407232,30
4,892,SCHEDULED,87,1658407347,30,87,1658407347,30
5,889,SCHEDULED,39,1658407419,30,39,1658407419,30
6,890,SCHEDULED,-2,1658407498,30,-2,1658407498,30
7,896,SCHEDULED,-33,1658407587,30,-33,1658407587,30
8,470,SCHEDULED,-29,1658407771,30,-29,1658407771,30
9,11271,SCHEDULED,-93,1658407947,30,-93,1658407947,30
10,11269,SCHEDULED,-156,1658408004,30,-156,1658408004,30
11,3870,SCHEDULED,-178,1658408162,30,-178,1658408162,30
12,3947,SCHEDULED,-107,1658408473,30,-107,1658408473,30
13,3945,SCHEDULED,-105,1658408595,30,-105,1658408595,30
14,3957,SCHEDULED,-142,1658408678,30,-142,1658408678,30
15,3968,SCHEDULED,-148,1658408732,30,-148,1658408732,30
16,10058,SCHEDULED,-128,1658408812,30,-128,1658408812,30
25,3365,SCHEDULED,-179,1658405281,30,-168,1658405281,30
2,10787,SCHEDULED,156,1658405436,30,156,1658405436,30
3,10793,SCHEDULED,169,1658405569,30,169,1658405569,30
4,892,SCHEDULED,224,1658405684,30,224,1658405684,30
5,889,SCHEDULED,177,1658405757,30,177,1658405757,30
6,890,SCHEDULED,135,1658405835,30,135,1658405835,30
7,896,SCHEDULED,104,1658405924,30,104,1658405924,30
8,470,SCHEDULED,109,1658406109,30,109,1658406109,30
9,11271,SCHEDULED,44,1658406284,30,44,1658406284,30
10,11269,SCHEDULED,-19,1658406341,30,-19,1658406341,30
11,3870,SCHEDULED,-40,1658406500,30,-40,1658406500,30
12,3947,SCHEDULED,30,1658406810,30,30,1658406810,30
13,3945,SCHEDULED,-27,1658406933,30,-27,1658406933,30
14,3957,SCHEDULED,-65,1658407015,30,-65,1658407015,30
15,3968,SCHEDULED,-131,1658407069,30,-131,1658407069,30
16,10058,SCHEDULED,-110,1658407150,30,-110,1658407150,30
17,10060,SCHEDULED,-139,1658407241,30,-139,1658407241,30
18,4048,SCHEDULED,-224,1658407336,30,-224,1658407336,30
19,4051,SCHEDULED,-279,1658407401,30,-279,1658407401,30
20,10017,SCHEDULED,-236,1658407444,30,-236,1658407444,30
21,4067,SCHEDULED,-308,1658407492,30,-308,1658407492,30
22,4066,SCHEDULED,-301,1658407559,30,-301,1658407559,30
23,4069,SCHEDULED,-312,1658407668,30,-312,1658407668,30
24,3366,SCHEDULED,-319,1658407721,30,-319,1658407721,30
25,3365,SCHEDULED,-346,1658407814,30,-346,1658407814,30
1,3365,SCHEDULED,-857,1658404663,30,0,1658404663,30
2,3367,SCHEDULED,17,1658405597,30,17,1658405597,30
3,4070,SCHEDULED,11,1658405651,30,11,1658405651,30
4,4065,SCHEDULED,-7,1658405753,30,-7,1658405753,30
5,4068,SCHEDULED,7,1658405827,30,7,1658405827,30
6,10016,SCHEDULED,-9,1658405871,30,-9,1658405871,30
7,4052,SCHEDULED,28,1658405908,30,28,1658405908,30
8,4047,SCHEDULED,-26,1658405974,30,-26,1658405974,30
9,10067,SCHEDULED,11,1658406131,30,11,1658406131,30
10,3412,SCHEDULED,-13,1658406227,30,-13,1658406227,30
11,3969,SCHEDULED,42,1658406342,30,42,1658406342,30
12,3958,SCHEDULED,23,1658406383,30,23,1658406383,30
13,3946,SCHEDULED,21,1658406441,30,21,1658406441,30
14,3943,SCHEDULED,60,1658406540,30,60,1658406540,30
15,10900,SCHEDULED,19,1658406739,30,19,1658406739,30
16,11270,SCHEDULED,-52,1658406968,30,-52,1658406968,30
17,11272,SCHEDULED,-57,1658407023,30,-57,1658407023,30
18,469,SCHEDULED,-17,1658407243,30,-17,1658407243,30
19,897,SCHEDULED,-59,1658407381,30,-59,1658407381,30
20,891,SCHEDULED,-24,1658407476,30,-24,1658407476,30
21,884,SCHEDULED,-75,1658407545,30,-75,1658407545,30
22,893,SCHEDULED,-59,1658407621,30,-59,1658407621,30
23,10792,SCHEDULED,-114,1658407746,30,-114,1658407746,30
24,14,SCHEDULED,-21,1658407899,30,-21,1658407899,30
25,19062,SCHEDULED,-345,1658408115,30,-21,1658408115,30
16,10058,SCHEDULED,-214,1658405246,30,-168,1658405246,30
17,10060,SCHEDULED,-229,1658405351,30,-229,1658405351,30
18,4048,SCHEDULED,-314,1658405446,30,-314,1658405446,30
19,4051,SCHEDULED,-369,1658405511,30,-369,1658405511,30
20,10017,SCHEDULED,-326,1658405554,30,-326,1658405554,30
21,4067,SCHEDULED,-399,1658405601,30,-399,1658405601,30
22,4066,SCHEDULED,-391,1658405669,30,-391,1658405669,30
23,4069,SCHEDULED,-403,1658405777,30,-403,1658405777,30
24,3366,SCHEDULED,-409,1658405831,30,-409,1658405831,30
25,3365,SCHEDULED,-437,1658405923,30,-437,1658405923,30
1,5029,SCHEDULED,0,0,0,0,0,0
2,705,SCHEDULED,-17,1658406643,30,-17,1658406643,30
3,707,SCHEDULED,-51,1658406669,30,-51,1658406669,30
4,10729,SCHEDULED,-82,1658406698,30,-82,1658406698,30
5,10332,SCHEDULED,-107,1658406733,30,-107,1658406733,30
6,725,SCHEDULED,-121,1658406779,30,-121,1658406779,30
7,726,SCHEDULED,-140,1658406820,30,-140,1658406820,30
8,731,SCHEDULED,-99,1658406861,30,-99,1658406861,30
9,734,SCHEDULED,-128,1658406892,30,-128,1658406892,30
10,735,SCHEDULED,-99,1658406921,30,-99,1658406921,30
11,737,SCHEDULED,-114,1658406966,30,-114,1658406966,30
12,738,SCHEDULED,-126,1658407014,30,-126,1658407014,30
13,49,SCHEDULED,-201,1658407179,30,-201,1658407179,30
14,32,SCHEDULED,-194,1658407246,30,-194,1658407246,30
15,36,SCHEDULED,-145,1658407355,30,-145,1658407355,30
16,44,SCHEDULED,-112,1658407508,30,-112,1658407508,30
17,11168,SCHEDULED,-136,1658407664,30,-136,1658407664,30
18,1078,SCHEDULED,-141,1658407779,30,-141,1658407779,30
19,1080,SCHEDULED,-161,1658407819,30,-161,1658407819,30
20,1075,SCHEDULED,-158,1658407882,30,-158,1658407882,30
21,1073,SCHEDULED,-185,1658407915,30,-185,1658407915,30
22,1065,SCHEDULED,-147,1658407953,30,-147,1658407953,30
23,1063,SCHEDULED,-157,1658408003,30,-157,1658408003,30
24,1060,SCHEDULED,-234,1658408046,30,-234,1658408046,30
25,1139,SCHEDULED,-249,1658408091,30,-249,1658408091,30
26,1140,SCHEDULED,-286,1658408114,30,-286,1658408114,30
27,1141,SCHEDULED,-309,1658408151,30,-309,1658408151,30
28,1135,SCHEDULED,-328,1658408192,30,-328,1658408192,30
29,1129,SCHEDULED,-355,1658408225,30,-355,1658408225,30
30,1132,SCHEDULED,-362,1658408278,30,-355,1658408278,30
27,10330,SCHEDULED,122,1658405282,30,132,1658405282,30
28,10331,SCHEDULED,80,1658405300,30,102,1658405300,30
29,706,SCHEDULED,49,1658405329,30,49,1658405329,30
30,704,SCHEDULED,31,1658405371,30,31,1658405371,30
31,12103,SCHEDULED,-16,1658405444,30,-16,1658405444,30
16,20,SCHEDULED,115,1658405335,30,115,1658405335,30
17,26,SCHEDULED,190,1658405470,30,190,1658405470,30
18,29,SCHEDULED,146,1658405546,30,146,1658405546,30
19,30,SCHEDULED,143,1658405603,30,143,1658405603,30
20,739,SCHEDULED,103,1658405743,30,103,1658405743,30
21,740,SCHEDULED,80,1658405780,30,80,1658405780,30
22,742,SCHEDULED,54,1658405814,30,54,1658405814,30
23,743,SCHEDULED,28,1658405848,30,28,1658405848,30
24,732,SCHEDULED,15,1658405895,30,15,1658405895,30
25,723,SCHEDULED,0,1658405940,30,0,1658405940,30
26,724,SCHEDULED,-22,1658405978,30,-22,1658405978,30
27,10330,SCHEDULED,-34,1658406026,30,-34,1658406026,30
28,10331,SCHEDULED,-62,1658406058,30,-62,1658406058,30
29,706,SCHEDULED,-93,1658406087,30,-93,1658406087,30
30,704,SCHEDULED,-111,1658406129,30,-111,1658406129,30
31,12103,SCHEDULED,-158,1658406202,30,-158,1658406202,30
1,5029,SCHEDULED,0,0,0,0,0,0
2,705,SCHEDULED,-17,1658407543,30,-17,1658407543,30
3,707,SCHEDULED,-51,1658407569,30,-51,1658407569,30
4,10729,SCHEDULED,-82,1658407598,30,-82,1658407598,30
5,10332,SCHEDULED,-107,1658407633,30,-107,1658407633,30
6,725,SCHEDULED,-121,1658407679,30,-121,1658407679,30
7,726,SCHEDULED,-140,1658407720,30,-140,1658407720,30
8,731,SCHEDULED,-99,1658407761,30,-99,1658407761,30
9,734,SCHEDULED,-128,1658407792,30,-128,1658407792,30
10,735,SCHEDULED,-99,1658407821,30,-99,1658407821,30
11,737,SCHEDULED,-114,1658407866,30,-114,1658407866,30
12,738,SCHEDULED,-126,1658407914,30,-126,1658407914,30
13,49,SCHEDULED,-201,1658408079,30,-201,1658408079,30
14,32,SCHEDULED,-194,1658408146,30,-194,1658408146,30
15,36,SCHEDULED,-145,1658408255,30,-145,1658408255,30
16,44,SCHEDULED,-112,1658408408,30,-112,1658408408,30
17,11168,SCHEDULED,-136,1658408564,30,-136,1658408564,30
18,1078,SCHEDULED,-141,1658408679,30,-141,1658408679,30
19,1080,SCHEDULED,-161,1658408719,30,-161,1658408719,30
20,1075,SCHEDULED,-158,1658408782,30,-158,1658408782,30
21,1073,SCHEDULED,-185,1658408815,30,-185,1658408815,30
22,1065,SCHEDULED,-185,1658408815,30,-185,1658408815,30
1,3365,SCHEDULED,0,0,0,0,0,0
2,3367,SCHEDULED,17,1658406497,30,17,1658406497,30
3,4070,SCHEDULED,11,1658406551,30,11,1658406551,30
4,4065,SCHEDULED,-7,1658406653,30,-7,1658406653,30
5,4068,SCHEDULED,7,1658406727,30,7,1658406727,30
6,10016,SCHEDULED,-9,1658406771,30,-9,1658406771,30
7,4052,SCHEDULED,28,1658406808,30,28,1658406808,30
8,4047,SCHEDULED,-26,1658406874,30,-26,1658406874,30
9,10067,SCHEDULED,11,1658407031,30,11,1658407031,30
10,3412,SCHEDULED,-13,1658407127,30,-13,1658407127,30
11,3969,SCHEDULED,42,1658407242,30,42,1658407242,30
12,3958,SCHEDULED,23,1658407283,30,23,1658407283,30
13,3946,SCHEDULED,21,1658407341,30,21,1658407341,30
14,3943,SCHEDULED,60,1658407440,30,60,1658407440,30
15,10900,SCHEDULED,19,1658407639,30,19,1658407639,30
16,11270,SCHEDULED,-52,1658407868,30,-52,1658407868,30
17,11272,SCHEDULED,-57,1658407923,30,-57,1658407923,30
18,469,SCHEDULED,-17,1658408143,30,-17,1658408143,30
19,897,SCHEDULED,-59,1658408281,30,-59,1658408281,30
20,891,SCHEDULED,-24,1658408376,30,-24,1658408376,30
21,884,SCHEDULED,-75,1658408445,30,-75,1658408445,30
22,893,SCHEDULED,-59,1658408521,30,-59,1658408521,30
23,10792,SCHEDULED,-114,1658408646,30,-114,1658408646,30
24,14,SCHEDULED,-21,1658408799,30,-21,1658408799,30
25,19062,SCHEDULED,-21,1658409339,30,-21,1658409339,30
1,320860,SCHEDULED,0,0,0,0,0,0
2,300342,SCHEDULED,7,1658408647,30,7,1658408647,30
3,300337,SCHEDULED,51,1658408691,30,51,1658408691,30
4,300343,SCHEDULED,25,1658408725,30,25,1658408725,30
5,300338,SCHEDULED,50,1658408750,30,50,1658408750,30
6,300344,SCHEDULED,24,1658408784,30,24,1658408784,30
7,300341,SCHEDULED,53,1658408813,30,53,1658408813,30
8,300339,SCHEDULED,28,1658408848,30,28,1658408848,30
9,300340,SCHEDULED,28,1658408848,30,28,1658408848,30
1,320860,SCHEDULED,0,0,0,0,0,0
2,300342,SCHEDULED,7,1658407747,30,7,1658407747,30
3,300337,SCHEDULED,51,1658407791,30,51,1658407791,30
4,300343,SCHEDULED,25,1658407825,30,25,1658407825,30
5,300338,SCHEDULED,50,1658407850,30,50,1658407850,30
6,300344,SCHEDULED,24,1658407884,30,24,1658407884,30
7,300341,SCHEDULED,53,1658407913,30,53,1658407913,30
8,300339,SCHEDULED,28,1658407948,30,28,1658407948,30
9,300340,SCHEDULED,60,1658407980,30,60,1658407980,30
10,300366,SCHEDULED,75,1658408055,30,75,1658408055,30
11,300367,SCHEDULED,47,1658408087,30,47,1658408087,30
12,300368,SCHEDULED,87,1658408127,30,87,1658408127,30
13,300364,SCHEDULED,70,1658408170,30,70,1658408170,30
14,300365,SCHEDULED,102,1658408202,30,102,1658408202,30
15,300179,SCHEDULED,79,1658408239,30,79,1658408239,30
16,300174,SCHEDULED,56,1658408276,30,56,1658408276,30
17,300175,SCHEDULED,77,1658408297,30,77,1658408297,30
18,300176,SCHEDULED,38,1658408318,30,38,1658408318,30
19,300018,SCHEDULED,85,1658408365,30,85,1658408365,30
20,300182,SCHEDULED,90,1658408430,30,90,1658408430,30
21,300177,SCHEDULED,84,1658408484,30,84,1658408484,30
22,300421,SCHEDULED,58,1658408518,30,58,1658408518,30
23,300422,SCHEDULED,41,1658408561,30,41,1658408561,30
24,300423,SCHEDULED,64,1658408584,30,64,1658408584,30
25,300424,SCHEDULED,40,1658408620,30,40,1658408620,30
26,300425,SCHEDULED,65,1658408645,30,65,1658408645,30
27,300426,SCHEDULED,42,1658408682,30,42,1658408682,30
28,300427,SCHEDULED,61,1658408701,30,61,1658408701,30
29,300428,SCHEDULED,36,1658408736,30,36,1658408736,30
30,300429,SCHEDULED,75,1658408775,30,75,1658408775,30
31,300430,SCHEDULED,106,1658408806,30,106,1658408806,30
32,300431,SCHEDULED,87,1658408847,30,87,1658408847,30
33,300432,SCHEDULED,87,1658408907,30,87,1658408907,30
34,300242,SCHEDULED,87,1658408907,30,87,1658408907,30
1,300002,SCHEDULED,0,0,0,0,0,0
2,300052,SCHEDULED,38,1658406398,30,38,1658406398,30
3,300216,SCHEDULED,28,1658406448,30,28,1658406448,30
4,300217,SCHEDULED,81,1658406501,30,81,1658406501,30
5,300220,SCHEDULED,117,1658406597,30,117,1658406597,30
6,300221,SCHEDULED,91,1658406631,30,91,1658406631,30
7,300224,SCHEDULED,118,1658406658,30,118,1658406658,30
8,300225,SCHEDULED,96,1658406696,30,96,1658406696,30
9,300120,SCHEDULED,178,1658406778,30,178,1658406778,30
10,300006,SCHEDULED,152,1658406812,30,152,1658406812,30
11,300122,SCHEDULED,139,1658406859,30,139,1658406859,30
12,300124,SCHEDULED,184,1658406904,30,184,1658406904,30
13,300125,SCHEDULED,150,1658406930,30,150,1658406930,30
14,300578,SCHEDULED,183,1658406963,30,183,1658406963,30
15,300580,SCHEDULED,172,1658407012,30,172,1658407012,30
16,300585,SCHEDULED,179,1658407079,30,179,1658407079,30
17,300586,SCHEDULED,218,1658407118,30,218,1658407118,30
18,300590,SCHEDULED,188,1658407148,30,188,1658407148,30
19,300024,SCHEDULED,168,1658407188,30,168,1658407188,30
20,300243,SCHEDULED,198,1658407278,30,198,1658407278,30
21,300433,SCHEDULED,182,1658407322,30,182,1658407322,30
22,300411,SCHEDULED,161,1658407361,30,161,1658407361,30
23,300412,SCHEDULED,129,1658407389,30,129,1658407389,30
24,300413,SCHEDULED,177,1658407437,30,177,1658407437,30
25,300414,SCHEDULED,211,1658407471,30,211,1658407471,30
26,300415,SCHEDULED,172,1658407492,30,172,1658407492,30
27,300416,SCHEDULED,210,1658407530,30,210,1658407530,30
28,300417,SCHEDULED,184,1658407564,30,184,1658407564,30
29,300418,SCHEDULED,164,1658407604,30,164,1658407604,30
30,300419,SCHEDULED,193,1658407633,30,193,1658407633,30
31,300420,SCHEDULED,161,1658407661,30,161,1658407661,30
32,300434,SCHEDULED,151,1658407711,30,151,1658407711,30
33,300178,SCHEDULED,174,1658407734,30,174,1658407734,30
34,300183,SCHEDULED,164,1658407784,30,164,1658407784,30
35,300019,SCHEDULED,174,1658407854,30,174,1658407854,30
36,300017,SCHEDULED,166,1658407906,30,166,1658407906,30
37,300173,SCHEDULED,194,1658407934,30,194,1658407934,30
38,300180,SCHEDULED,190,1658407990,30,190,1658407990,30
39,300359,SCHEDULED,166,1658408026,30,166,1658408026,30
40,300360,SCHEDULED,199,1658408059,30,199,1658408059,30
41,318628,SCHEDULED,170,1658408090,30,170,1658408090,30
42,300361,SCHEDULED,199,1658408119,30,199,1658408119,30
43,300362,SCHEDULED,174,1658408154,30,174,1658408154,30
44,300363,SCHEDULED,208,1658408188,30,208,1658408188,30
45,300330,SCHEDULED,197,1658408237,30,197,1658408237,30
46,300331,SCHEDULED,180,1658408280,30,180,1658408280,30
47,300332,SCHEDULED,160,1658408320,30,160,1658408320,30
48,300333,SCHEDULED,198,1658408358,30,198,1658408358,30
49,300334,SCHEDULED,168,1658408388,30,168,1658408388,30
50,300335,SCHEDULED,140,1658408420,30,140,1658408420,30
51,300336,SCHEDULED,165,1658408445,30,165,1658408445,30
52,320864,SCHEDULED,194,1658408534,30,194,1658408534,30
43,300362,SCHEDULED,115,1658405275,30,132,1658405275,30
44,300363,SCHEDULED,124,1658405284,30,162,1658405284,30
45,300330,SCHEDULED,113,1658405333,30,113,1658405333,30
46,300331,SCHEDULED,95,1658405375,30,95,1658405375,30
47,300332,SCHEDULED,75,1658405415,30,75,1658405415,30
48,300333,SCHEDULED,114,1658405454,30,114,1658405454,30
49,300334,SCHEDULED,83,1658405483,30,83,1658405483,30
50,300335,SCHEDULED,56,1658405516,30,56,1658405516,30
51,300336,SCHEDULED,81,1658405541,30,81,1658405541,30
52,320864,SCHEDULED,109,1658405629,30,109,1658405629,30
